date,open,high,low,close,volume,average,barCount
2023-11-27 08:30:00-06:00,4663.25,4669.25,4656.0,4665.5,-1.0,-1.0,-1
2023-11-27 09:00:00-06:00,4665.5,4669.25,4659.25,4665.25,-1.0,-1.0,-1
2023-11-27 10:00:00-06:00,4665.25,4671.0,4659.5,4667.5,-1.0,-1.0,-1
2023-11-27 11:00:00-06:00,4667.5,4669.75,4664.75,4669.25,-1.0,-1.0,-1
2023-11-27 12:00:00-06:00,4669.25,4672.25,4666.5,4668.5,-1.0,-1.0,-1
2023-11-27 13:00:00-06:00,4668.5,4670.25,4658.25,4664.0,-1.0,-1.0,-1
2023-11-27 14:00:00-06:00,4664.0,4670.25,4658.75,4662.5,-1.0,-1.0,-1
2023-11-27 15:00:00-06:00,4662.5,4670.5,4660.75,4665.5,-1.0,-1.0,-1
2023-11-28 08:30:00-06:00,4657.25,4658.25,4648.5,4651.75,-1.0,-1.0,-1
2023-11-28 09:00:00-06:00,4651.75,4670.0,4651.5,4667.75,-1.0,-1.0,-1
2023-11-28 10:00:00-06:00,4667.75,4679.0,4665.25,4676.5,-1.0,-1.0,-1
2023-11-28 11:00:00-06:00,4676.5,4676.75,4662.0,4665.0,-1.0,-1.0,-1
2023-11-28 12:00:00-06:00,4665.0,4665.75,4653.5,4659.5,-1.0,-1.0,-1
2023-11-28 13:00:00-06:00,4659.5,4665.5,4655.25,4663.5,-1.0,-1.0,-1
2023-11-28 14:00:00-06:00,4663.5,4666.75,4655.5,4664.5,-1.0,-1.0,-1
2023-11-28 15:00:00-06:00,4664.5,4667.0,4657.5,4664.0,-1.0,-1.0,-1
2023-11-29 08:30:00-06:00,4687.5,4698.0,4685.25,4696.75,-1.0,-1.0,-1
2023-11-29 09:00:00-06:00,4696.75,4698.0,4676.0,4681.0,-1.0,-1.0,-1
2023-11-29 10:00:00-06:00,4681.0,4682.75,4664.0,4672.25,-1.0,-1.0,-1
2023-11-29 11:00:00-06:00,4672.25,4678.5,4670.0,4677.5,-1.0,-1.0,-1
