date,open,high,low,close,volume,average,barCount
2023-11-29 12:00:00-06:00,4677.5,4679.25,4671.5,4676.0,-1.0,-1.0,-1
2023-11-29 13:00:00-06:00,4676.0,4678.0,4665.25,4669.75,-1.0,-1.0,-1
2023-11-29 14:00:00-06:00,4669.75,4670.25,4656.25,4660.5,-1.0,-1.0,-1
2023-11-29 15:00:00-06:00,4660.5,4671.0,4656.25,4671.0,-1.0,-1.0,-1
2023-11-30 08:30:00-06:00,4667.0,4669.25,4651.0,4667.25,-1.0,-1.0,-1
2023-11-30 09:00:00-06:00,4667.25,4668.25,4652.25,4661.5,-1.0,-1.0,-1
2023-11-30 10:00:00-06:00,4661.5,4664.0,4649.75,4650.25,-1.0,-1.0,-1
2023-11-30 11:00:00-06:00,4650.25,4656.0,4646.5,4653.25,-1.0,-1.0,-1
2023-11-30 12:00:00-06:00,4653.25,4653.25,4645.0,4651.0,-1.0,-1.0,-1
2023-11-30 13:00:00-06:00,4651.0,4663.5,4650.75,4663.0,-1.0,-1.0,-1
2023-11-30 14:00:00-06:00,4663.0,4680.25,4650.75,4675.75,-1.0,-1.0,-1
2023-11-30 15:00:00-06:00,4675.75,4677.5,4659.25,4664.25,-1.0,-1.0,-1
2023-12-01 08:30:00-06:00,4669.25,4674.75,4654.75,4674.5,-1.0,-1.0,-1
2023-12-01 09:00:00-06:00,4674.5,4682.5,4655.0,4674.5,-1.0,-1.0,-1
2023-12-01 10:00:00-06:00,4674.5,4699.0,4665.5,4695.0,-1.0,-1.0,-1
2023-12-01 11:00:00-06:00,4695.0,4708.0,4693.0,4706.0,-1.0,-1.0,-1
2023-12-01 12:00:00-06:00,4706.0,4706.5,4693.75,4694.75,-1.0,-1.0,-1
2023-12-01 13:00:00-06:00,4694.75,4702.75,4693.5,4702.5,-1.0,-1.0,-1
2023-12-01 14:00:00-06:00,4702.5,4705.0,4695.75,4702.25,-1.0,-1.0,-1
2023-12-01 15:00:00-06:00,4702.25,4704.25,4699.75,4700.0,-1.0,-1.0,-1
2023-12-04 08:30:00-06:00,4666.25,4683.25,4665.5,4670.5,-1.0,-1.0,-1
2023-12-04 09:00:00-06:00,4670.5,4683.75,4654.0,4655.75,-1.0,-1.0,-1
2023-12-04 10:00:00-06:00,4655.75,4670.75,4654.5,4670.0,-1.0,-1.0,-1
2023-12-04 11:00:00-06:00,4670.0,4678.25,4668.0,4677.75,-1.0,-1.0,-1
2023-12-04 12:00:00-06:00,4677.75,4677.75,4668.25,4669.75,-1.0,-1.0,-1
2023-12-04 13:00:00-06:00,4669.75,4672.75,4665.75,4670.5,-1.0,-1.0,-1
2023-12-04 14:00:00-06:00,4670.5,4680.25,4667.5,4677.75,-1.0,-1.0,-1
2023-12-04 15:00:00-06:00,4677.75,4678.25,4663.5,4673.75,-1.0,-1.0,-1
2023-12-05 08:30:00-06:00,4662.25,4668.5,4651.0,4664.25,-1.0,-1.0,-1
2023-12-05 09:00:00-06:00,4664.25,4684.25,4651.75,4684.0,-1.0,-1.0,-1
2023-12-05 10:00:00-06:00,4684.0,4686.25,4663.25,4670.5,-1.0,-1.0,-1
2023-12-05 11:00:00-06:00,4670.5,4674.5,4662.0,4672.25,-1.0,-1.0,-1
2023-12-05 12:00:00-06:00,4672.25,4675.75,4668.5,4672.0,-1.0,-1.0,-1
2023-12-05 13:00:00-06:00,4672.0,4677.0,4668.5,4676.5,-1.0,-1.0,-1
2023-12-05 14:00:00-06:00,4676.5,4677.5,4670.5,4676.25,-1.0,-1.0,-1
2023-12-05 15:00:00-06:00,4676.25,4678.75,4671.5,4675.75,-1.0,-1.0,-1
2023-12-06 08:30:00-06:00,4698.25,4698.25,4684.75,4689.75,-1.0,-1.0,-1
2023-12-06 09:00:00-06:00,4689.75,4693.5,4677.5,4681.25,-1.0,-1.0,-1
2023-12-06 10:00:00-06:00,4681.25,4684.25,4669.25,4676.75,-1.0,-1.0,-1
2023-12-06 11:00:00-06:00,4676.75,4677.5,4666.75,4667.5,-1.0,-1.0,-1
2023-12-06 12:00:00-06:00,4667.5,4674.75,4664.75,4674.0,-1.0,-1.0,-1
2023-12-06 13:00:00-06:00,4674.0,4674.5,4667.25,4667.5,-1.0,-1.0,-1
2023-12-06 14:00:00-06:00,4667.5,4668.25,4652.0,4656.5,-1.0,-1.0,-1
2023-12-06 15:00:00-06:00,4656.5,4661.0,4652.75,4653.0,-1.0,-1.0,-1
2023-12-07 08:30:00-06:00,4676.75,4679.5,4670.25,4672.0,-1.0,-1.0,-1
2023-12-07 09:00:00-06:00,4672.0,4689.0,4671.0,4686.25,-1.0,-1.0,-1
2023-12-07 10:00:00-06:00,4686.25,4688.5,4672.5,4688.25,-1.0,-1.0,-1
2023-12-07 11:00:00-06:00,4688.25,4692.0,4684.25,4689.5,-1.0,-1.0,-1
2023-12-07 12:00:00-06:00,4689.5,4693.5,4687.5,4691.0,-1.0,-1.0,-1
2023-12-07 13:00:00-06:00,4691.0,4696.75,4687.75,4688.25,-1.0,-1.0,-1
2023-12-07 14:00:00-06:00,4688.25,4693.5,4687.0,4690.0,-1.0,-1.0,-1
2023-12-07 15:00:00-06:00,4690.0,4690.5,4683.0,4683.0,-1.0,-1.0,-1
2023-12-08 08:30:00-06:00,4682.75,4695.5,4680.25,4694.25,-1.0,-1.0,-1
2023-12-08 09:00:00-06:00,4694.25,4712.75,4692.5,4709.25,-1.0,-1.0,-1
2023-12-08 10:00:00-06:00,4709.25,4710.0,4687.25,4692.0,-1.0,-1.0,-1
2023-12-08 11:00:00-06:00,4692.0,4701.0,4684.5,4699.75,-1.0,-1.0,-1
2023-12-08 12:00:00-06:00,4699.75,4706.0,4698.5,4704.75,-1.0,-1.0,-1
2023-12-08 13:00:00-06:00,4704.75,4715.25,4704.25,4713.75,-1.0,-1.0,-1
2023-12-08 14:00:00-06:00,4713.75,4717.5,4709.0,4712.0,-1.0,-1.0,-1
2023-12-08 15:00:00-06:00,4712.0,4715.25,4708.75,4715.25,-1.0,-1.0,-1
2023-12-11 08:30:00-06:00,4707.5,4714.0,4705.0,4714.0,-1.0,-1.0,-1
2023-12-11 09:00:00-06:00,4714.0,4721.25,4709.25,4718.0,-1.0,-1.0,-1
2023-12-11 10:00:00-06:00,4718.0,4720.25,4708.5,4714.75,-1.0,-1.0,-1
2023-12-11 11:00:00-06:00,4714.75,4720.0,4712.5,4719.5,-1.0,-1.0,-1
2023-12-11 12:00:00-06:00,4719.5,4727.0,4716.25,4726.25,-1.0,-1.0,-1
2023-12-11 13:00:00-06:00,4726.25,4728.25,4724.0,4725.25,-1.0,-1.0,-1
2023-12-11 14:00:00-06:00,4725.25,4731.75,4723.0,4729.5,-1.0,-1.0,-1
2023-12-11 15:00:00-06:00,4729.5,4730.75,4727.0,4727.25,-1.0,-1.0,-1
2023-12-12 08:30:00-06:00,4724.75,4725.5,4714.25,4723.25,-1.0,-1.0,-1
2023-12-12 09:00:00-06:00,4723.25,4735.0,4721.25,4734.75,-1.0,-1.0,-1
2023-12-12 10:00:00-06:00,4734.75,4736.5,4731.5,4734.0,-1.0,-1.0,-1
2023-12-12 11:00:00-06:00,4734.0,4739.0,4730.25,4733.75,-1.0,-1.0,-1
2023-12-12 12:00:00-06:00,4733.75,4741.0,4732.5,4740.25,-1.0,-1.0,-1
2023-12-12 13:00:00-06:00,4740.25,4744.25,4738.0,4744.0,-1.0,-1.0,-1
2023-12-12 14:00:00-06:00,4744.0,4750.0,4743.25,4749.75,-1.0,-1.0,-1
2023-12-12 15:00:00-06:00,4749.75,4753.5,4748.5,4749.75,-1.0,-1.0,-1
2023-12-13 08:30:00-06:00,4752.5,4756.0,4750.0,4752.0,-1.0,-1.0,-1
2023-12-13 09:00:00-06:00,4752.0,4760.25,4749.5,4758.75,-1.0,-1.0,-1
2023-12-13 10:00:00-06:00,4758.75,4760.5,4753.25,4753.75,-1.0,-1.0,-1
2023-12-13 11:00:00-06:00,4753.75,4754.25,4751.0,4752.0,-1.0,-1.0,-1
2023-12-13 12:00:00-06:00,4752.0,4755.0,4748.5,4754.25,-1.0,-1.0,-1
2023-12-13 13:00:00-06:00,4754.25,4809.0,4754.0,4805.75,-1.0,-1.0,-1
2023-12-13 14:00:00-06:00,4805.75,4815.75,4788.75,4812.25,-1.0,-1.0,-1
2023-12-13 15:00:00-06:00,4812.25,4814.75,4800.0,4800.0,-1.0,-1.0,-1
2023-12-14 08:30:00-06:00,4830.5,4842.5,4828.0,4836.5,-1.0,-1.0,-1
2023-12-14 09:00:00-06:00,4836.5,4837.25,4822.25,4831.75,-1.0,-1.0,-1
2023-12-14 10:00:00-06:00,4831.75,4832.5,4820.0,4830.5,-1.0,-1.0,-1
2023-12-14 11:00:00-06:00,4830.5,4839.25,4824.75,4825.25,-1.0,-1.0,-1
2023-12-14 12:00:00-06:00,4825.25,4825.25,4797.25,4806.75,-1.0,-1.0,-1
2023-12-14 13:00:00-06:00,4806.75,4821.0,4806.5,4820.5,-1.0,-1.0,-1
2023-12-14 14:00:00-06:00,4820.5,4827.0,4816.25,4826.75,-1.0,-1.0,-1
2023-12-14 15:00:00-06:00,4826.75,4827.25,4818.75,4823.0,-1.0,-1.0,-1
2023-12-15 08:30:00-06:00,4819.25,4826.5,4813.25,4815.5,-1.0,-1.0,-1
2023-12-15 09:00:00-06:00,4815.5,4830.0,4815.25,4827.75,-1.0,-1.0,-1
2023-12-15 10:00:00-06:00,4827.75,4829.5,4821.75,4825.25,-1.0,-1.0,-1
2023-12-15 11:00:00-06:00,4825.25,4829.0,4817.25,4818.25,-1.0,-1.0,-1
2023-12-15 12:00:00-06:00,4818.25,4824.25,4808.75,4811.75,-1.0,-1.0,-1
2023-12-15 13:00:00-06:00,4811.75,4818.25,4809.25,4815.0,-1.0,-1.0,-1
2023-12-15 14:00:00-06:00,4815.0,4831.5,4813.25,4818.5,-1.0,-1.0,-1
2023-12-15 15:00:00-06:00,4818.5,4824.75,4817.75,4821.25,-1.0,-1.0,-1
2023-12-18 08:30:00-06:00,4833.75,4838.25,4832.0,4837.75,-1.0,-1.0,-1
2023-12-18 09:00:00-06:00,4837.75,4843.25,4835.0,4837.0,-1.0,-1.0,-1
2023-12-18 10:00:00-06:00,4837.0,4846.25,4835.25,4844.5,-1.0,-1.0,-1
2023-12-18 11:00:00-06:00,4844.5,4851.0,4844.25,4848.75,-1.0,-1.0,-1
2023-12-18 12:00:00-06:00,4848.75,4851.0,4845.5,4849.5,-1.0,-1.0,-1
2023-12-18 13:00:00-06:00,4849.5,4854.5,4846.5,4850.25,-1.0,-1.0,-1
2023-12-18 14:00:00-06:00,4850.25,4853.0,4844.5,4845.0,-1.0,-1.0,-1
2023-12-18 15:00:00-06:00,4845.0,4845.25,4840.5,4842.5,-1.0,-1.0,-1
2023-12-19 08:30:00-06:00,4849.25,4861.0,4848.5,4859.25,-1.0,-1.0,-1
2023-12-19 09:00:00-06:00,4859.25,4865.25,4854.25,4865.0,-1.0,-1.0,-1
2023-12-19 10:00:00-06:00,4865.0,4869.25,4862.75,4863.25,-1.0,-1.0,-1
2023-12-19 11:00:00-06:00,4863.25,4866.5,4860.5,4864.75,-1.0,-1.0,-1
2023-12-19 12:00:00-06:00,4864.75,4867.5,4860.25,4866.0,-1.0,-1.0,-1
2023-12-19 13:00:00-06:00,4866.0,4868.5,4864.0,4866.0,-1.0,-1.0,-1
2023-12-19 14:00:00-06:00,4866.0,4873.5,4862.25,4872.75,-1.0,-1.0,-1
2023-12-19 15:00:00-06:00,4872.75,4873.5,4868.0,4870.0,-1.0,-1.0,-1
2023-12-20 08:30:00-06:00,4862.25,4869.75,4860.5,4868.25,-1.0,-1.0,-1
2023-12-20 09:00:00-06:00,4868.25,4879.5,4867.0,4876.75,-1.0,-1.0,-1
2023-12-20 10:00:00-06:00,4876.75,4878.0,4873.5,4875.25,-1.0,-1.0,-1
2023-12-20 11:00:00-06:00,4875.25,4882.75,4874.25,4882.0,-1.0,-1.0,-1
2023-12-20 12:00:00-06:00,4882.0,4882.0,4873.25,4874.25,-1.0,-1.0,-1
2023-12-20 13:00:00-06:00,4874.25,4874.5,4825.25,4827.5,-1.0,-1.0,-1
2023-12-20 14:00:00-06:00,4827.5,4834.25,4799.0,4800.75,-1.0,-1.0,-1
2023-12-20 15:00:00-06:00,4800.75,4804.5,4794.25,4804.0,-1.0,-1.0,-1
2023-12-21 08:30:00-06:00,4832.5,4841.25,4831.25,4833.0,-1.0,-1.0,-1
2023-12-21 09:00:00-06:00,4833.0,4844.0,4824.0,4830.75,-1.0,-1.0,-1
2023-12-21 10:00:00-06:00,4830.75,4836.25,4823.0,4824.25,-1.0,-1.0,-1
2023-12-21 11:00:00-06:00,4824.25,4824.5,4811.0,4813.25,-1.0,-1.0,-1
2023-12-21 12:00:00-06:00,4813.25,4824.5,4806.5,4824.25,-1.0,-1.0,-1
2023-12-21 13:00:00-06:00,4824.25,4829.5,4820.0,4824.5,-1.0,-1.0,-1
2023-12-21 14:00:00-06:00,4824.5,4849.5,4821.25,4846.75,-1.0,-1.0,-1
2023-12-21 15:00:00-06:00,4846.75,4849.0,4844.75,4847.0,-1.0,-1.0,-1
2023-12-22 08:30:00-06:00,4857.75,4873.0,4857.25,4868.5,-1.0,-1.0,-1
2023-12-22 09:00:00-06:00,4868.5,4872.25,4860.5,4860.75,-1.0,-1.0,-1
2023-12-22 10:00:00-06:00,4860.75,4866.25,4854.5,4860.0,-1.0,-1.0,-1
2023-12-22 11:00:00-06:00,4860.0,4865.25,4855.75,4865.25,-1.0,-1.0,-1
2023-12-22 12:00:00-06:00,4865.25,4867.0,4861.25,4861.75,-1.0,-1.0,-1
2023-12-22 13:00:00-06:00,4861.75,4862.5,4835.5,4858.25,-1.0,-1.0,-1
2023-12-22 14:00:00-06:00,4858.25,4859.5,4849.0,4856.5,-1.0,-1.0,-1
2023-12-22 15:00:00-06:00,4856.5,4859.25,4849.0,4850.25,-1.0,-1.0,-1
2023-12-26 08:30:00-06:00,4859.75,4867.5,4858.75,4866.0,-1.0,-1.0,-1
2023-12-26 09:00:00-06:00,4866.0,4871.5,4865.0,4868.75,-1.0,-1.0,-1
2023-12-26 10:00:00-06:00,4868.75,4870.75,4865.25,4870.5,-1.0,-1.0,-1
2023-12-26 11:00:00-06:00,4870.5,4874.0,4868.25,4870.5,-1.0,-1.0,-1
2023-12-26 12:00:00-06:00,4870.5,4874.75,4870.0,4871.75,-1.0,-1.0,-1
2023-12-26 13:00:00-06:00,4871.75,4877.75,4871.25,4877.5,-1.0,-1.0,-1
2023-12-26 14:00:00-06:00,4877.5,4886.0,4873.75,4876.75,-1.0,-1.0,-1
2023-12-26 15:00:00-06:00,4876.75,4879.0,4875.75,4878.75,-1.0,-1.0,-1
2023-12-27 08:30:00-06:00,4873.75,4880.5,4872.0,4879.5,-1.0,-1.0,-1
2023-12-27 09:00:00-06:00,4879.5,4880.5,4869.5,4873.0,-1.0,-1.0,-1
2023-12-27 10:00:00-06:00,4873.0,4878.25,4870.5,4877.0,-1.0,-1.0,-1
2023-12-27 11:00:00-06:00,4877.0,4879.5,4871.75,4874.5,-1.0,-1.0,-1
2023-12-27 12:00:00-06:00,4874.5,4886.5,4874.0,4879.5,-1.0,-1.0,-1
2023-12-27 13:00:00-06:00,4879.5,4879.5,4867.75,4874.0,-1.0,-1.0,-1
2023-12-27 14:00:00-06:00,4874.0,4886.75,4871.0,4886.25,-1.0,-1.0,-1
2023-12-27 15:00:00-06:00,4886.25,4887.75,4883.75,4886.25,-1.0,-1.0,-1
2023-12-28 08:30:00-06:00,4883.5,4889.0,4883.0,4887.25,-1.0,-1.0,-1
2023-12-28 09:00:00-06:00,4887.25,4890.75,4883.25,4886.5,-1.0,-1.0,-1
2023-12-28 10:00:00-06:00,4886.5,4887.0,4881.5,4884.5,-1.0,-1.0,-1
2023-12-28 11:00:00-06:00,4884.5,4890.25,4883.5,4888.75,-1.0,-1.0,-1
2023-12-28 12:00:00-06:00,4888.75,4891.5,4880.0,4886.25,-1.0,-1.0,-1
2023-12-28 13:00:00-06:00,4886.25,4891.25,4885.75,4888.25,-1.0,-1.0,-1
2023-12-28 14:00:00-06:00,4888.25,4889.75,4879.5,4884.75,-1.0,-1.0,-1
2023-12-28 15:00:00-06:00,4884.75,4886.5,4883.5,4884.75,-1.0,-1.0,-1
2023-12-29 08:30:00-06:00,4879.75,4885.0,4878.75,4883.5,-1.0,-1.0,-1
2023-12-29 09:00:00-06:00,4883.5,4886.5,4865.75,4870.25,-1.0,-1.0,-1
2023-12-29 10:00:00-06:00,4870.25,4872.5,4852.75,4857.5,-1.0,-1.0,-1
2023-12-29 11:00:00-06:00,4857.5,4861.0,4847.75,4859.75,-1.0,-1.0,-1
2023-12-29 12:00:00-06:00,4859.75,4868.25,4857.75,4865.5,-1.0,-1.0,-1
2023-12-29 13:00:00-06:00,4865.5,4872.0,4863.75,4870.75,-1.0,-1.0,-1
2023-12-29 14:00:00-06:00,4870.75,4874.0,4860.25,4870.25,-1.0,-1.0,-1
2023-12-29 15:00:00-06:00,4870.25,4871.25,4863.25,4864.0,-1.0,-1.0,-1
2024-01-02 08:30:00-06:00,4835.0,4841.0,4825.25,4834.25,-1.0,-1.0,-1
2024-01-02 09:00:00-06:00,4834.25,4839.0,4824.5,4828.5,-1.0,-1.0,-1
2024-01-02 10:00:00-06:00,4828.5,4844.75,4827.75,4843.5,-1.0,-1.0,-1
2024-01-02 11:00:00-06:00,4843.5,4848.75,4837.75,4838.5,-1.0,-1.0,-1
2024-01-02 12:00:00-06:00,4838.5,4841.75,4831.75,4833.25,-1.0,-1.0,-1
2024-01-02 13:00:00-06:00,4833.25,4834.25,4820.75,4821.0,-1.0,-1.0,-1
2024-01-02 14:00:00-06:00,4821.0,4839.75,4816.75,4839.0,-1.0,-1.0,-1
2024-01-02 15:00:00-06:00,4839.0,4840.5,4836.5,4839.5,-1.0,-1.0,-1
2024-01-03 08:30:00-06:00,4815.5,4816.5,4807.25,4811.0,-1.0,-1.0,-1
2024-01-03 09:00:00-06:00,4811.0,4820.25,4797.75,4804.5,-1.0,-1.0,-1
2024-01-03 10:00:00-06:00,4804.5,4810.0,4801.5,4803.25,-1.0,-1.0,-1
2024-01-03 11:00:00-06:00,4803.25,4814.25,4800.25,4813.75,-1.0,-1.0,-1
2024-01-03 12:00:00-06:00,4813.75,4818.5,4809.25,4811.5,-1.0,-1.0,-1
2024-01-03 13:00:00-06:00,4811.5,4822.75,4800.0,4812.75,-1.0,-1.0,-1
2024-01-03 14:00:00-06:00,4812.75,4813.5,4792.25,4798.25,-1.0,-1.0,-1
2024-01-03 15:00:00-06:00,4798.25,4800.0,4795.75,4799.5,-1.0,-1.0,-1
2024-01-04 08:30:00-06:00,4791.25,4801.25,4789.5,4797.75,-1.0,-1.0,-1
2024-01-04 09:00:00-06:00,4797.75,4811.0,4795.25,4807.25,-1.0,-1.0,-1
2024-01-04 10:00:00-06:00,4807.25,4818.5,4803.0,4805.5,-1.0,-1.0,-1
2024-01-04 11:00:00-06:00,4805.5,4806.75,4795.0,4799.75,-1.0,-1.0,-1
2024-01-04 12:00:00-06:00,4799.75,4802.75,4798.0,4799.0,-1.0,-1.0,-1
2024-01-04 13:00:00-06:00,4799.0,4801.5,4790.25,4795.25,-1.0,-1.0,-1
2024-01-04 14:00:00-06:00,4795.25,4798.75,4779.0,4781.75,-1.0,-1.0,-1
2024-01-04 15:00:00-06:00,4781.75,4785.25,4779.25,4784.25,-1.0,-1.0,-1
2024-01-05 08:30:00-06:00,4782.25,4793.5,4778.5,4786.75,-1.0,-1.0,-1
2024-01-05 09:00:00-06:00,4786.75,4811.75,4786.5,4809.0,-1.0,-1.0,-1
2024-01-05 10:00:00-06:00,4809.0,4812.0,4793.0,4795.0,-1.0,-1.0,-1
2024-01-05 11:00:00-06:00,4795.0,4795.5,4777.75,4782.25,-1.0,-1.0,-1
2024-01-05 12:00:00-06:00,4782.25,4794.0,4773.5,4790.75,-1.0,-1.0,-1
2024-01-05 13:00:00-06:00,4790.75,4797.25,4773.25,4775.25,-1.0,-1.0,-1
2024-01-05 14:00:00-06:00,4775.25,4790.5,4771.5,4787.0,-1.0,-1.0,-1
2024-01-05 15:00:00-06:00,4787.0,4790.0,4785.75,4786.75,-1.0,-1.0,-1
2024-01-08 08:30:00-06:00,4790.75,4804.25,4789.5,4804.0,-1.0,-1.0,-1
2024-01-08 09:00:00-06:00,4804.0,4814.5,4800.0,4810.5,-1.0,-1.0,-1
2024-01-08 10:00:00-06:00,4810.5,4815.75,4806.5,4815.5,-1.0,-1.0,-1
2024-01-08 11:00:00-06:00,4815.5,4823.0,4812.25,4821.75,-1.0,-1.0,-1
2024-01-08 12:00:00-06:00,4821.75,4828.25,4819.5,4827.75,-1.0,-1.0,-1
2024-01-08 13:00:00-06:00,4827.75,4848.25,4826.5,4845.75,-1.0,-1.0,-1
2024-01-08 14:00:00-06:00,4845.75,4856.0,4841.75,4853.75,-1.0,-1.0,-1
2024-01-08 15:00:00-06:00,4853.75,4854.0,4849.75,4850.5,-1.0,-1.0,-1
2024-01-09 08:30:00-06:00,4825.5,4828.5,4820.0,4828.0,-1.0,-1.0,-1
2024-01-09 09:00:00-06:00,4828.0,4836.0,4822.0,4829.0,-1.0,-1.0,-1
2024-01-09 10:00:00-06:00,4829.0,4849.25,4828.25,4849.25,-1.0,-1.0,-1
2024-01-09 11:00:00-06:00,4849.25,4851.75,4845.25,4850.75,-1.0,-1.0,-1
2024-01-09 12:00:00-06:00,4850.75,4856.75,4838.25,4850.0,-1.0,-1.0,-1
2024-01-09 13:00:00-06:00,4850.0,4852.5,4840.5,4845.0,-1.0,-1.0,-1
2024-01-09 14:00:00-06:00,4845.0,4849.5,4836.25,4845.5,-1.0,-1.0,-1
2024-01-09 15:00:00-06:00,4845.5,4847.0,4842.5,4843.5,-1.0,-1.0,-1
2024-01-10 08:30:00-06:00,4847.75,4859.75,4847.5,4853.5,-1.0,-1.0,-1
2024-01-10 09:00:00-06:00,4853.5,4858.75,4844.75,4858.5,-1.0,-1.0,-1
2024-01-10 10:00:00-06:00,4858.5,4858.75,4850.25,4855.5,-1.0,-1.0,-1
2024-01-10 11:00:00-06:00,4855.5,4861.0,4852.0,4860.25,-1.0,-1.0,-1
2024-01-10 12:00:00-06:00,4860.25,4865.75,4854.25,4864.25,-1.0,-1.0,-1
2024-01-10 13:00:00-06:00,4864.25,4879.75,4863.25,4879.75,-1.0,-1.0,-1
2024-01-10 14:00:00-06:00,4879.75,4881.25,4858.5,4872.0,-1.0,-1.0,-1
2024-01-10 15:00:00-06:00,4872.0,4874.25,4871.0,4872.75,-1.0,-1.0,-1
2024-01-11 08:30:00-06:00,4880.0,4885.25,4860.75,4866.75,-1.0,-1.0,-1
2024-01-11 09:00:00-06:00,4866.75,4867.5,4839.0,4843.0,-1.0,-1.0,-1
2024-01-11 10:00:00-06:00,4843.0,4845.75,4825.0,4828.75,-1.0,-1.0,-1
2024-01-11 11:00:00-06:00,4828.75,4846.5,4827.75,4842.5,-1.0,-1.0,-1
2024-01-11 12:00:00-06:00,4842.5,4861.5,4841.0,4861.0,-1.0,-1.0,-1
2024-01-11 13:00:00-06:00,4861.0,4873.25,4856.75,4871.75,-1.0,-1.0,-1
2024-01-11 14:00:00-06:00,4871.75,4872.5,4858.0,4867.0,-1.0,-1.0,-1
2024-01-11 15:00:00-06:00,4867.0,4867.75,4863.25,4864.25,-1.0,-1.0,-1
2024-01-12 08:30:00-06:00,4881.25,4888.75,4873.0,4873.75,-1.0,-1.0,-1
2024-01-12 09:00:00-06:00,4873.75,4877.25,4854.0,4860.0,-1.0,-1.0,-1
2024-01-12 10:00:00-06:00,4860.0,4870.25,4855.75,4858.75,-1.0,-1.0,-1
2024-01-12 11:00:00-06:00,4858.75,4866.75,4855.25,4863.25,-1.0,-1.0,-1
2024-01-12 12:00:00-06:00,4863.25,4872.5,4863.0,4871.75,-1.0,-1.0,-1
2024-01-12 13:00:00-06:00,4871.75,4875.75,4863.5,4865.0,-1.0,-1.0,-1
2024-01-12 14:00:00-06:00,4865.0,4871.25,4859.5,4868.5,-1.0,-1.0,-1
2024-01-12 15:00:00-06:00,4868.5,4869.5,4861.75,4863.5,-1.0,-1.0,-1
2024-01-16 08:30:00-06:00,4853.75,4857.75,4835.5,4846.0,-1.0,-1.0,-1
2024-01-16 09:00:00-06:00,4846.0,4867.25,4842.5,4863.25,-1.0,-1.0,-1
2024-01-16 10:00:00-06:00,4863.25,4867.75,4847.5,4854.0,-1.0,-1.0,-1
2024-01-16 11:00:00-06:00,4854.0,4855.75,4840.5,4841.0,-1.0,-1.0,-1
2024-01-16 12:00:00-06:00,4841.0,4853.5,4839.0,4842.25,-1.0,-1.0,-1
2024-01-16 13:00:00-06:00,4842.25,4845.25,4831.75,4844.5,-1.0,-1.0,-1
2024-01-16 14:00:00-06:00,4844.5,4852.0,4839.25,4850.75,-1.0,-1.0,-1
2024-01-16 15:00:00-06:00,4850.75,4853.0,4850.0,4852.0,-1.0,-1.0,-1
2024-01-17 08:30:00-06:00,4819.0,4820.0,4811.0,4813.75,-1.0,-1.0,-1
2024-01-17 09:00:00-06:00,4813.75,4824.25,4810.75,4820.75,-1.0,-1.0,-1
2024-01-17 10:00:00-06:00,4820.75,4828.5,4820.25,4822.75,-1.0,-1.0,-1
2024-01-17 11:00:00-06:00,4822.75,4823.75,4811.75,4817.5,-1.0,-1.0,-1
2024-01-17 12:00:00-06:00,4817.5,4822.25,4798.75,4807.0,-1.0,-1.0,-1
2024-01-17 13:00:00-06:00,4807.0,4818.25,4805.5,4815.5,-1.0,-1.0,-1
2024-01-17 14:00:00-06:00,4815.5,4827.0,4807.25,4823.5,-1.0,-1.0,-1
